BIB NO.,AGE,GENDER,CATEGORY,SWIM,T1,BIKE,T2,RUN
587,64,M,M OPEN,00:23:49,00:21:30,02:00:21,00:07:20,02:09:09
591,64,M,M OPEN,00:16:59,00:07:09,01:18:23,00:02:13,00:55:56
593,64,M,M OPEN,00:20:24,00:11:13,01:41:06,00:04:26,01:21:30
594,64,M,M OPEN,00:24:38,00:12:16,01:51:33,00:07:22,01:36:57
596,64,M,M OPEN,00:22:15,00:15:02,01:39:52,00:06:10,01:03:30
597,64,M,M OPEN,00:20:30,00:12:15,01:36:45,00:08:14,01:26:52
601,65,M,M OPEN,00:20:11,00:10:20,01:27:43,00:02:58,00:59:58
604,65,M,M OPEN,00:21:06,00:10:10,01:42:26,00:03:23,01:22:04
606,65,M,M OPEN,00:18:13,00:06:33,01:16:27,00:02:10,00:49:18
607,65,M,M OPEN,00:17:41,00:12:54,01:34:35,00:04:18,01:35:12
608,65,M,M OPEN,00:20:37,00:14:15,01:40:23,00:04:50,01:33:15
609,65,M,M OPEN,00:20:21,00:08:43,01:35:10,00:02:16,01:00:29
610,61,M,M OPEN,00:20:21,00:14:29,01:30:42,00:04:38,00:58:18
611,66,M,M OPEN,00:26:06,00:12:58,01:42:24,00:04:21,01:27:43
613,55,M,M OPEN,00:18:06,00:07:15,01:17:49,00:04:24,01:00:16
614,66,M,M OPEN,00:25:15,00:11:41,01:39:02,00:03:40,01:35:09
615,66,M,M OPEN,00:18:24,00:06:33,01:16:29,00:02:02,00:50:54
616,67,M,M OPEN,00:19:33,00:08:19,01:27:18,00:03:28,01:18:03
618,67,M,M OPEN,00:20:11,00:06:42,01:20:45,00:01:55,00:58:32
619,68,M,M OPEN,00:18:52,00:07:10,01:17:19,00:01:57,00:48:29
621,68,M,M OPEN,00:20:21,00:08:33,01:23:11,00:02:06,00:48:05
623,69,M,M OPEN,00:21:37,00:10:56,01:35:44,00:02:26,01:03:42
625,69,M,M OPEN,00:20:03,00:08:51,01:22:21,00:02:54,01:18:01
628,70,M,M OPEN,00:18:52,00:06:19,01:26:09,00:01:59,00:57:55
629,70,M,M OPEN,00:21:12,00:12:12,01:50:44,00:02:55,01:12:35
631,70,M,M OPEN,00:17:14,00:08:12,01:26:17,00:04:38,01:16:45
632,70,M,M OPEN,00:23:38,00:08:31,01:35:11,00:02:29,01:13:15
633,70,M,M OPEN,00:17:17,00:07:10,01:30:58,00:03:00,01:02:13
634,70,M,M OPEN,00:22:16,00:12:51,02:02:23,00:05:07,01:21:05
638,71,M,M OPEN,00:19:52,00:08:11,01:32:47,00:02:23,01:03:30
641,72,M,M OPEN,00:18:41,00:12:21,01:34:49,00:03:14,01:14:04
643,74,M,M OPEN,00:24:13,00:12:31,01:43:34,00:02:24,01:01:14
645,78,M,M OPEN,00:19:16,00:13:12,01:28:37,00:04:33,01:31:34
646,79,M,M OPEN,00:20:11,00:12:16,01:42:48,00:08:24,01:23:50
649,40,M,M OPEN,00:17:41,00:07:10,01:22:43,00:02:36,00:50:01
650,40,M,M OPEN,00:21:47,00:10:24,01:28:24,00:02:45,00:54:42
651,40,M,M OPEN,00:18:11,00:06:56,01:16:26,00:02:22,00:51:56
652,40,M,M OPEN,00:19:51,00:09:08,01:22:48,00:02:23,00:49:17
653,40,M,M OPEN,00:24:05,00:08:38,02:42:42,00:02:37,01:01:43
655,40,M,M OPEN,00:19:45,00:06:54,01:20:12,00:02:03,01:15:27
656,40,M,M OPEN,00:17:22,00:08:32,01:17:33,00:02:18,00:53:29
657,40,M,M OPEN,00:19:03,00:14:34,01:43:14,00:04:49,01:08:44
659,40,M,M OPEN,00:25:22,00:18:18,01:44:41,00:06:21,01:03:48
660,40,M,M OPEN,00:20:31,00:06:53,01:26:40,00:02:17,00:51:26
661,40,M,M OPEN,00:19:10,00:11:01,01:33:51,00:04:30,01:00:19
663,40,M,M OPEN,00:16:00,00:09:00,01:15:56,00:02:05,00:55:42
666,42,M,M OPEN,00:22:34,00:12:46,01:33:43,00:02:22,01:18:08
669,40,M,M OPEN,00:25:07,00:22:53,01:27:33,00:13:44,01:17:51
670,40,M,M OPEN,00:22:31,00:09:34,01:23:54,00:04:08,00:49:35
672,40,M,M OPEN,00:21:08,00:09:45,01:17:52,00:05:11,01:18:13
673,40,M,M OPEN,00:19:54,00:08:50,01:18:15,00:02:26,00:53:09
675,40,M,M OPEN,00:21:40,00:16:40,01:37:26,00:05:07,00:51:16
676,40,M,M OPEN,00:21:01,00:07:57,01:19:11,00:01:37,00:42:14
677,40,M,M OPEN,00:19:40,00:10:40,01:33:47,00:04:41,00:52:26
678,40,M,M OPEN,00:17:43,00:07:01,01:34:04,00:01:29,01:02:28
679,40,M,M OPEN,00:19:16,00:11:07,01:28:04,00:03:16,00:49:17
680,40,M,M OPEN,00:28:22,00:13:16,01:42:59,00:05:19,01:01:15
682,40,M,M OPEN,00:18:44,00:06:21,01:28:15,00:02:11,00:56:24
683,40,M,M OPEN,00:18:10,00:07:59,01:24:45,00:02:33,01:10:56
684,40,M,M OPEN,00:20:26,00:11:39,01:33:01,00:04:46,01:04:44
685,40,M,M OPEN,00:18:23,00:09:44,01:26:51,00:03:24,01:00:24
688,40,M,M OPEN,00:20:05,00:11:45,01:40:55,00:02:52,00:51:26
689,40,M,M OPEN,00:24:13,00:10:39,01:31:56,00:03:02,00:57:25
690,40,M,M OPEN,00:24:38,00:11:01,01:29:40,00:02:28,00:46:04
691,40,M,M OPEN,00:21:15,00:08:13,01:15:49,00:01:36,00:44:56
693,40,M,M OPEN,00:16:48,00:05:22,01:10:11,00:01:12,00:42:23
694,40,M,M OPEN,00:16:19,00:05:05,01:22:02,00:01:48,00:53:31
696,40,M,M OPEN,00:18:47,00:07:56,01:20:50,00:03:17,00:52:25
697,40,M,M OPEN,00:26:20,00:09:36,01:21:53,00:05:29,00:57:13
698,40,M,M OPEN,00:19:06,00:07:04,01:27:41,00:02:47,00:59:56
699,40,M,M OPEN,00:17:08,00:31:19,01:42:19,00:05:20,01:03:17
700,40,M,M OPEN,00:17:28,00:05:00,01:11:28,00:01:19,00:41:52
701,40,M,M OPEN,00:17:59,00:08:01,01:19:04,00:02:10,00:52:08
702,40,M,M OPEN,00:19:25,00:06:16,01:16:55,00:02:23,00:50:03
703,40,M,M OPEN,00:16:47,00:08:59,01:28:41,00:02:26,00:59:06
704,40,M,M OPEN,00:18:04,00:08:52,01:21:18,00:01:59,00:55:39
707,40,M,M OPEN,00:21:24,00:08:29,01:22:43,00:02:10,00:58:04
708,43,M,M OPEN,00:19:23,00:09:45,01:23:35,00:02:34,00:53:59
709,40,M,M OPEN,00:24:29,00:06:29,01:23:29,00:01:43,00:52:28
713,40,M,M OPEN,00:17:05,00:06:44,01:21:53,00:01:48,00:47:28
714,40,M,M OPEN,00:25:44,00:13:55,01:41:25,00:02:58,01:09:54
717,40,M,M OPEN,00:17:35,00:08:16,01:22:42,00:02:49,00:47:15
718,40,M,M OPEN,00:19:27,00:10:26,01:41:20,00:02:32,00:57:14
719,40,M,M OPEN,00:18:17,00:07:46,01:18:34,00:01:23,00:50:53
722,40,M,M OPEN,00:17:49,00:06:53,01:22:30,00:03:19,00:56:12
724,40,M,M OPEN,00:23:28,00:07:28,01:25:36,00:02:29,00:56:30
726,40,M,M OPEN,00:24:52,00:09:12,01:22:18,00:03:07,00:45:48
727,40,M,M OPEN,00:21:52,00:07:58,01:14:11,00:02:25,00:52:04
734,40,M,M OPEN,00:22:38,00:10:36,01:23:47,00:02:01,00:47:51
736,40,M,M OPEN,00:21:15,00:07:08,01:23:01,00:01:47,00:52:06
738,40,M,M OPEN,00:19:00,00:13:39,01:34:17,00:02:53,00:45:08
739,40,M,M OPEN,00:20:30,00:06:27,01:18:41,00:01:45,00:51:03
740,40,M,M OPEN,00:30:58,00:12:04,01:49:47,00:05:10,01:28:57
742,40,M,M OPEN,00:18:25,00:11:17,01:27:43,00:03:54,00:48:52
743,40,M,M OPEN,00:17:13,00:07:04,01:17:22,00:02:57,00:51:22
744,40,M,M OPEN,00:24:23,00:08:01,01:23:28,00:02:37,00:45:19
750,40,M,M OPEN,00:24:59,00:08:15,01:28:59,00:03:54,01:07:48
751,40,M,M OPEN,00:25:11,00:17:22,01:43:56,00:10:48,01:06:45
752,40,M,M OPEN,00:16:17,00:04:58,01:11:51,00:01:21,00:41:44
754,40,M,M OPEN,00:16:46,00:05:57,01:14:32,00:01:48,00:41:25
757,40,M,M OPEN,00:29:15,00:10:33,01:31:55,00:02:26,00:59:22
758,40,M,M OPEN,00:22:42,00:13:25,01:38:50,00:03:48,01:07:39
759,40,M,M OPEN,00:22:17,00:14:49,01:43:05,00:03:10,00:54:01
760,41,M,M OPEN,00:19:23,00:08:15,01:18:28,00:01:55,00:39:43
761,41,M,M OPEN,00:21:20,00:10:41,01:41:52,00:02:49,01:21:54
762,41,M,M OPEN,00:18:33,00:09:06,01:27:14,00:03:10,00:59:57
763,41,M,M OPEN,00:18:24,00:11:39,01:26:43,00:03:29,01:10:57
764,41,M,M OPEN,00:18:17,00:05:57,01:27:50,00:01:57,01:26:16
765,41,M,M OPEN,00:20:27,00:10:34,01:21:44,00:05:38,00:49:40
766,41,M,M OPEN,00:17:18,00:08:31,01:27:30,00:02:55,01:03:28
767,41,M,M OPEN,00:18:04,00:08:04,01:20:07,00:02:04,00:58:31
768,41,M,M OPEN,00:20:11,00:08:29,01:28:51,00:02:32,00:56:51
770,41,M,M OPEN,00:18:26,00:06:36,01:18:58,00:01:59,00:52:25
772,41,M,M OPEN,00:20:35,00:08:21,01:24:00,00:03:11,00:42:26
774,41,M,M OPEN,00:19:02,00:07:06,01:20:12,00:01:51,00:45:44
775,41,M,M OPEN,00:19:38,00:08:39,01:33:18,00:02:50,00:55:48
776,41,M,M OPEN,00:18:03,00:05:01,01:13:45,00:01:20,00:44:58
779,41,M,M OPEN,00:18:12,00:06:06,01:18:10,00:02:03,00:50:47
781,41,M,M OPEN,00:22:03,00:11:52,01:28:41,00:05:19,00:50:57
782,41,M,M OPEN,00:16:47,00:06:12,01:19:23,00:01:41,00:50:54
783,41,M,M OPEN,00:31:48,00:18:35,01:55:15,00:07:29,01:09:05
784,41,M,M OPEN,00:15:43,00:05:46,01:16:45,00:01:44,00:44:13
785,41,M,M OPEN,00:15:40,00:06:06,01:08:23,00:01:28,00:43:28
788,41,M,M OPEN,00:20:28,00:11:32,01:27:07,00:08:09,01:16:23
791,41,M,M OPEN,00:18:51,00:07:41,01:23:05,00:02:36,00:54:33
792,41,M,M OPEN,00:21:16,00:07:12,01:18:52,00:02:23,01:01:19
793,41,M,M OPEN,00:17:26,00:05:58,01:15:59,00:01:44,00:50:35
798,41,M,M OPEN,00:18:18,00:08:39,01:28:57,00:02:53,00:54:22
799,41,M,M OPEN,00:20:12,00:08:26,01:29:34,00:04:21,01:02:15
801,41,M,M OPEN,00:18:38,00:05:55,01:21:07,00:02:27,00:53:24
802,41,M,M OPEN,00:20:23,00:10:22,01:26:10,00:02:55,00:52:39
803,41,M,M OPEN,00:21:47,00:07:21,01:22:02,00:02:47,00:44:14
804,41,M,M OPEN,00:18:42,00:06:19,01:18:03,00:01:50,00:46:53
805,41,M,M OPEN,00:17:41,00:09:45,01:19:49,00:05:05,00:56:25
807,41,M,M OPEN,00:16:53,00:06:20,01:14:44,00:01:42,00:40:32
808,41,M,M OPEN,00:17:57,00:06:42,01:16:32,00:02:00,00:59:59
809,41,M,M OPEN,00:17:31,00:05:22,01:14:45,00:01:41,00:53:02
810,41,M,M OPEN,00:19:04,00:19:41,01:31:27,00:08:38,00:55:24
813,41,M,M OPEN,00:20:42,00:10:28,01:39:48,00:06:17,01:26:04
814,41,M,M OPEN,00:18:09,00:06:09,01:16:33,00:01:20,00:46:37
816,41,M,M OPEN,00:19:23,00:11:06,01:27:51,00:07:31,00:49:04
817,41,M,M OPEN,00:20:55,00:09:14,01:24:35,00:01:45,00:58:34
818,41,M,M OPEN,00:18:34,00:07:37,01:24:46,00:02:03,00:54:49
820,41,M,M OPEN,00:22:47,00:07:40,01:18:27,00:02:00,01:01:19
821,41,M,M OPEN,00:18:53,00:07:56,01:23:25,00:03:08,00:56:50
823,41,M,M OPEN,00:16:51,00:05:50,01:25:46,00:01:55,00:51:37
824,41,M,M OPEN,00:16:12,00:05:25,01:13:34,00:01:19,00:43:39
825,41,M,M OPEN,00:25:02,00:09:01,01:22:31,00:02:38,00:51:42
827,41,M,M OPEN,00:18:27,00:08:29,01:17:34,00:03:06,00:51:34
830,41,M,M OPEN,00:21:51,00:09:11,01:35:12,00:04:07,00:57:57
832,41,M,M OPEN,00:24:39,00:14:00,01:37:38,00:03:08,00:54:42
833,41,M,M OPEN,00:22:51,00:10:52,01:26:24,00:04:35,00:57:34
834,41,M,M OPEN,00:22:52,00:09:58,01:35:01,00:03:59,00:55:14
836,41,M,M OPEN,00:20:56,00:09:42,01:24:17,00:03:12,00:59:43
837,41,M,M OPEN,00:19:15,00:07:06,01:25:45,00:02:48,00:49:20
839,41,M,M OPEN,00:21:26,00:07:46,01:36:41,00:03:05,00:57:28
840,41,M,M OPEN,00:25:23,00:14:48,01:47:18,00:04:41,01:15:06
842,41,M,M OPEN,00:26:40,00:11:37,01:35:49,00:03:46,01:13:07
843,41,M,M OPEN,00:18:01,00:06:46,01:14:54,00:01:46,00:48:15
844,41,M,M OPEN,00:17:07,00:08:19,01:17:03,00:01:50,01:01:21
846,41,M,M OPEN,00:21:44,00:08:41,01:25:18,00:02:28,01:00:10
850,41,M,M OPEN,00:18:51,00:07:43,01:25:23,00:02:50,00:48:20
852,41,M,M OPEN,00:20:43,00:09:42,01:19:13,00:02:01,00:52:39
853,41,M,M OPEN,00:20:52,00:12:07,01:28:53,00:03:42,00:54:52
854,41,M,M OPEN,00:20:02,00:09:21,01:23:34,00:02:48,00:52:41
855,41,M,M OPEN,00:24:13,00:11:56,01:32:19,00:05:46,01:05:06
858,41,M,M OPEN,00:21:35,00:16:14,01:42:15,00:07:58,01:33:39
861,41,M,M OPEN,00:24:33,00:10:38,01:48:28,00:02:24,01:09:46
862,42,M,M OPEN,00:18:05,00:06:46,01:18:30,00:01:22,00:47:50
864,42,M,M OPEN,00:23:41,00:06:35,01:17:50,00:01:31,01:01:07
865,42,M,M OPEN,00:18:51,00:07:21,01:19:08,00:01:43,00:48:50
867,42,M,M OPEN,00:22:00,00:10:32,01:31:56,00:04:08,00:57:06
868,42,M,M OPEN,00:18:32,00:07:10,01:26:35,00:02:59,00:50:21
869,42,M,M OPEN,00:18:29,00:08:31,01:17:25,00:03:03,00:46:12
870,42,M,M OPEN,00:19:52,00:10:38,01:32:20,00:03:13,00:56:37
871,42,M,M OPEN,00:20:17,00:09:25,01:17:13,00:02:10,00:56:45
873,42,M,M OPEN,00:15:19,00:08:34,01:16:52,00:01:54,00:45:41
874,42,M,M OPEN,00:26:18,00:17:14,02:09:21,00:04:30,01:13:57
875,42,M,M OPEN,00:20:34,00:16:28,01:32:08,00:02:53,00:49:39
877,42,M,M OPEN,00:21:26,00:07:09,01:18:04,00:01:47,00:56:04
879,42,M,M OPEN,00:19:19,00:08:58,01:27:54,00:03:41,00:53:05
881,42,M,M OPEN,00:24:31,00:12:32,01:42:35,00:02:56,01:07:15
882,42,M,M OPEN,00:19:09,00:10:56,01:20:37,00:02:32,00:54:34
884,42,M,M OPEN,00:20:05,00:06:53,01:12:33,00:01:46,00:49:18
885,42,M,M OPEN,00:18:02,00:06:53,01:28:55,00:02:22,00:55:21
888,42,M,M OPEN,00:17:20,00:07:13,01:19:14,00:01:29,00:52:06
889,42,M,M OPEN,00:23:35,00:06:51,01:15:36,00:02:08,00:45:45
891,42,M,M OPEN,00:19:45,00:08:11,01:30:22,00:04:22,01:00:30
894,42,M,M OPEN,00:24:20,00:07:23,01:42:56,00:03:35,01:25:25
895,42,M,M OPEN,00:21:43,00:07:48,01:15:37,00:01:43,00:52:43
896,42,M,M OPEN,00:20:21,00:08:03,01:22:11,00:01:22,00:44:27
898,42,M,M OPEN,00:18:07,00:08:05,01:19:28,00:03:00,00:51:44
899,42,M,M OPEN,00:17:11,00:06:41,01:16:00,00:01:33,00:51:35
900,42,M,M OPEN,00:19:13,00:05:34,01:20:09,00:01:09,00:54:01
901,42,M,M OPEN,00:19:42,00:07:58,01:19:15,00:02:14,00:57:29
902,42,M,M OPEN,00:20:41,00:08:29,01:16:05,00:02:28,00:58:23
904,42,M,M OPEN,00:15:26,00:04:04,01:05:10,00:01:06,00:39:49
906,42,M,M OPEN,00:15:40,00:08:43,01:16:06,00:02:51,01:00:21
907,42,M,M OPEN,00:17:37,00:05:34,01:12:22,00:01:26,00:47:30
909,42,M,M OPEN,00:19:58,00:06:46,01:19:10,00:02:33,00:59:46
910,42,M,M OPEN,00:17:02,00:05:04,01:12:34,00:01:26,00:42:31
911,42,M,M OPEN,00:19:24,00:07:53,01:26:46,00:02:28,00:59:40
913,42,M,M OPEN,00:19:36,00:08:08,01:22:07,00:02:42,00:51:07
914,42,M,M OPEN,00:19:10,00:05:04,01:14:55,00:01:15,00:44:56
915,42,M,M OPEN,00:23:07,00:09:49,01:38:22,00:04:00,00:51:31
916,42,M,M OPEN,00:18:20,00:05:44,01:15:18,00:01:59,00:57:36
917,42,M,M OPEN,00:15:50,00:07:23,01:15:37,00:01:55,00:49:23
918,42,M,M OPEN,00:18:08,00:05:31,01:12:35,00:01:50,00:44:00
919,42,M,M OPEN,00:19:50,00:08:50,01:30:15,00:03:10,00:56:13
920,42,M,M OPEN,00:22:18,00:16:14,01:34:11,00:05:54,00:51:47
921,42,M,M OPEN,00:16:27,00:04:40,01:08:38,00:01:06,00:42:15
922,42,M,M OPEN,00:27:02,00:13:36,01:41:50,00:02:38,00:57:58
923,42,M,M OPEN,00:18:55,00:06:08,01:30:50,00:02:29,00:55:05
924,42,M,M OPEN,00:20:38,00:05:58,01:15:11,00:01:39,00:49:26
925,42,M,M OPEN,00:24:44,00:08:30,01:37:29,00:02:46,00:52:44
926,42,M,M OPEN,00:19:06,00:12:15,01:34:49,00:05:25,01:12:49
930,42,M,M OPEN,00:17:49,00:06:30,01:27:08,00:02:05,00:45:09
931,42,M,M OPEN,00:18:29,00:10:29,01:24:03,00:04:14,00:48:35
933,42,M,M OPEN,00:15:00,00:06:45,01:22:42,00:01:27,00:52:13
934,42,M,M OPEN,00:21:01,00:11:21,01:36:02,00:06:08,01:10:47
935,42,M,M OPEN,00:24:00,00:06:47,01:24:54,00:02:10,00:51:26
936,42,M,M OPEN,00:25:14,00:08:09,01:16:56,00:03:22,00:54:20
939,42,M,M OPEN,00:15:58,00:05:40,01:12:55,00:01:29,00:40:46
940,42,M,M OPEN,00:21:16,00:06:08,01:24:39,00:02:51,00:49:18
941,42,M,M OPEN,00:18:21,00:07:58,01:16:28,00:02:10,00:52:21
943,42,M,M OPEN,00:18:09,00:07:56,01:23:09,00:03:48,00:47:55
945,42,M,M OPEN,00:20:30,00:05:05,01:14:24,00:01:28,00:46:07
948,42,M,M OPEN,00:17:05,00:07:30,01:20:58,00:03:14,00:49:32
949,42,M,M OPEN,00:19:57,00:08:01,01:22:15,00:03:38,01:07:23
950,42,M,M OPEN,00:21:49,00:09:10,01:28:55,00:02:22,00:57:41
953,42,M,M OPEN,00:20:36,00:08:03,01:22:38,00:01:59,00:54:05
956,42,M,M OPEN,00:34:19,00:14:08,01:43:19,00:03:30,01:13:20
957,41,M,M OPEN,00:17:05,00:05:30,01:09:38,00:02:07,00:45:02
958,42,M,M OPEN,00:16:14,00:05:41,01:08:06,00:01:11,00:40:40
960,42,M,M OPEN,00:21:23,00:08:15,01:24:37,00:02:37,00:51:06
961,42,M,M OPEN,00:22:14,00:07:39,01:15:37,00:02:19,00:55:34
962,42,M,M OPEN,00:17:43,00:08:51,01:21:38,00:03:11,00:53:12
965,42,M,M OPEN,00:21:55,00:16:10,01:36:19,00:04:17,01:10:03
966,42,M,M OPEN,00:23:17,00:13:06,01:36:17,00:03:00,00:53:53
967,42,M,M OPEN,00:15:38,00:05:14,01:16:28,00:01:30,00:46:30
968,42,M,M OPEN,00:16:46,00:05:53,01:15:38,00:02:06,00:53:25
969,42,M,M OPEN,00:20:47,00:09:13,01:39:10,00:03:07,01:02:54
970,42,M,M OPEN,00:20:07,00:11:14,01:22:07,00:04:31,00:52:31
972,43,M,M OPEN,00:21:05,00:08:18,01:24:27,00:03:10,00:49:01
974,43,M,M OPEN,00:19:03,00:08:22,01:28:01,00:03:24,01:01:44
978,43,M,M OPEN,00:16:24,00:05:20,01:10:09,00:01:56,00:42:34
979,43,M,M OPEN,00:22:47,00:08:45,01:27:33,00:01:30,00:49:18
980,43,M,M OPEN,00:17:17,00:08:57,01:25:07,00:04:16,00:49:10
982,43,M,M OPEN,00:15:01,00:09:25,01:25:39,00:03:06,01:02:42
986,43,M,M OPEN,00:17:11,00:06:43,01:14:49,00:01:58,00:59:31
988,43,M,M OPEN,00:17:27,00:07:17,01:22:52,00:01:44,00:52:45
991,43,M,M OPEN,00:21:02,00:10:16,01:24:42,00:02:50,01:00:08
992,43,M,M OPEN,00:26:59,00:14:42,01:53:48,00:05:29,01:24:41
993,43,M,M OPEN,00:25:27,00:08:13,01:29:20,00:02:27,00:39:23
994,43,M,M OPEN,00:17:19,00:06:22,01:20:54,00:01:21,00:48:34
996,43,M,M OPEN,00:17:12,00:07:36,01:22:31,00:01:27,00:52:58
997,43,M,M OPEN,00:20:38,00:10:07,01:37:43,00:03:31,00:58:09
998,43,M,M OPEN,00:28:30,00:13:22,01:44:21,00:06:49,01:02:38
999,43,M,M OPEN,00:16:31,00:05:49,01:11:44,00:02:25,00:44:54
1000,43,M,M OPEN,00:19:09,00:09:53,01:28:47,00:03:05,01:07:21
1002,43,M,M OPEN,00:23:17,00:08:05,01:35:46,00:02:49,00:52:29
1003,43,M,M OPEN,00:19:47,00:06:50,01:24:57,00:02:27,00:51:01
1008,43,M,M OPEN,00:22:47,00:07:18,01:30:08,00:03:19,01:04:52
1011,43,M,M OPEN,00:22:48,00:08:09,01:29:03,00:02:46,00:49:26
1012,43,M,M OPEN,00:18:12,00:04:46,01:09:09,00:01:08,00:40:12
1013,43,M,M OPEN,00:19:40,00:07:46,01:26:04,00:02:37,00:49:13
1014,43,M,M OPEN,00:20:58,00:12:14,01:27:49,00:04:01,01:04:01
1015,43,M,M OPEN,00:20:20,00:09:39,01:26:36,00:05:42,00:55:33
1016,43,M,M OPEN,00:17:41,00:06:24,01:19:35,00:01:56,00:58:50
1017,43,M,M OPEN,00:19:08,00:09:52,01:49:47,00:03:46,01:12:03
1018,43,M,M OPEN,00:18:05,00:07:07,01:21:54,00:01:35,01:02:27
1020,43,M,M OPEN,00:20:55,00:07:25,01:19:33,00:01:29,00:47:56
1021,43,M,M OPEN,00:23:45,00:08:08,01:31:05,00:03:10,01:04:33
1022,43,M,M OPEN,00:19:54,00:09:16,01:46:14,00:02:54,01:08:21
1025,43,M,M OPEN,00:26:09,00:11:13,01:39:03,00:05:28,00:59:39
1028,43,M,M OPEN,00:17:43,00:05:25,01:10:26,00:01:32,00:42:01
1030,43,M,M OPEN,00:18:32,00:08:00,01:22:29,00:02:54,01:01:32
1031,43,M,M OPEN,00:17:19,00:07:09,01:19:06,00:02:50,00:56:45
1034,43,M,M OPEN,00:20:12,00:08:18,01:19:56,00:02:06,00:43:09
1035,43,M,M OPEN,00:21:47,00:10:20,01:36:32,00:02:56,01:04:31
1036,43,M,M OPEN,00:19:00,00:06:42,01:17:57,00:03:05,01:02:53
1037,43,M,M OPEN,00:21:15,00:06:39,01:23:39,00:02:17,00:53:52
1038,43,M,M OPEN,00:18:12,00:06:07,01:14:06,00:01:19,00:46:01
1040,43,M,M OPEN,00:18:45,00:09:03,01:24:55,00:03:57,01:08:32
1044,43,M,M OPEN,00:19:06,00:06:36,01:18:49,00:02:26,00:55:10
1045,43,M,M OPEN,00:21:31,00:08:56,01:19:29,00:02:46,00:52:22
1046,43,M,M OPEN,00:19:06,00:06:45,01:13:18,00:01:34,00:48:50
1048,43,M,M OPEN,00:20:48,00:10:10,02:08:05,00:04:51,01:13:03
1049,43,M,M OPEN,00:17:54,00:07:56,01:28:46,00:04:20,01:04:21
1051,43,M,M OPEN,00:19:40,00:07:34,01:19:26,00:03:05,00:55:01
1052,43,M,M OPEN,00:22:00,00:12:45,01:38:36,00:03:20,01:00:35
1053,43,M,M OPEN,00:19:15,00:05:43,01:12:04,00:01:38,00:47:03
1056,43,M,M OPEN,00:21:52,00:06:49,01:23:04,00:01:35,00:51:50
1058,43,M,M OPEN,00:30:41,00:08:30,01:23:10,00:03:09,00:59:26
1059,43,M,M OPEN,00:17:41,00:09:55,01:31:46,00:03:01,01:08:32
1061,43,M,M OPEN,00:21:26,00:08:49,01:27:26,00:03:45,01:01:44
1063,43,M,M OPEN,00:18:37,00:06:18,01:09:51,00:01:58,00:44:14
1064,43,M,M OPEN,00:18:23,00:05:59,01:11:30,00:01:54,00:38:26
1065,43,M,M OPEN,00:19:07,00:09:00,01:33:24,00:03:21,01:01:42
1067,43,M,M OPEN,00:18:34,00:11:26,01:32:41,00:03:42,00:52:03
1068,43,M,M OPEN,00:20:31,00:09:09,01:25:01,00:02:09,00:58:34
1069,43,M,M OPEN,00:18:11,00:07:58,01:17:18,00:02:47,01:01:49
1071,43,M,M OPEN,00:22:21,00:07:15,01:28:04,00:04:13,01:00:58
1074,43,M,M OPEN,00:20:05,00:08:40,01:23:20,00:02:02,01:02:45
1076,44,M,M OPEN,00:18:07,00:04:57,01:09:17,00:01:40,00:44:22
1077,44,M,M OPEN,00:20:03,00:07:19,01:18:52,00:03:32,00:50:53
1080,44,M,M OPEN,00:20:25,00:09:21,01:21:42,00:03:06,01:00:41
1081,44,M,M OPEN,00:24:25,00:08:54,01:24:18,00:02:28,01:17:35
1083,44,M,M OPEN,00:18:09,00:06:52,01:21:11,00:01:43,00:44:57
1084,44,M,M OPEN,00:28:05,00:08:26,01:34:16,00:02:06,01:08:20
1086,44,M,M OPEN,00:20:43,00:07:41,01:20:53,00:03:29,00:52:28
1087,44,M,M OPEN,00:17:31,00:06:01,01:18:03,00:02:03,00:57:01
1088,44,M,M OPEN,00:17:52,00:06:42,01:16:00,00:01:50,00:54:11
1090,44,M,M OPEN,00:19:11,00:08:48,01:25:08,00:03:33,00:56:05
1091,44,M,M OPEN,00:18:13,00:09:47,01:18:14,00:02:54,00:38:17
1092,44,M,M OPEN,00:18:30,00:08:43,01:28:51,00:04:16,01:09:11
1094,44,M,M OPEN,00:17:16,00:06:47,01:16:38,00:01:34,00:46:28
1095,44,M,M OPEN,00:21:27,00:09:42,01:48:22,00:03:35,01:00:42
1099,44,M,M OPEN,00:19:36,00:06:30,01:21:28,00:02:46,00:51:25
1100,44,M,M OPEN,00:19:54,00:06:49,01:14:17,00:02:21,00:44:13
1102,44,M,M OPEN,00:19:13,00:07:44,01:23:11,00:02:44,00:52:34
1103,44,M,M OPEN,00:19:27,00:07:14,01:22:43,00:01:57,00:53:37
1104,44,M,M OPEN,00:17:35,00:06:24,01:19:55,00:01:38,00:58:48
1105,44,M,M OPEN,00:18:22,00:05:58,01:14:16,00:01:53,00:44:39
1109,44,M,M OPEN,00:22:35,00:15:40,01:49:38,00:04:35,01:11:57
1110,44,M,M OPEN,00:20:27,00:09:37,01:36:02,00:04:35,00:59:01
1111,44,M,M OPEN,00:17:31,00:07:18,01:13:16,00:01:58,00:52:34
1113,44,M,M OPEN,00:19:55,00:09:33,01:33:19,00:03:05,01:04:02
1115,44,M,M OPEN,00:22:16,00:18:02,01:36:06,00:12:19,01:00:24
1116,44,M,M OPEN,00:20:10,00:09:01,01:30:38,00:02:49,01:02:43
